food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,Glycemic Index (GI),gi_evidence,Glycemic Load (GL) per 100g,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,Serving size G,Serving size min,Serving Size Max,Serving size confidence,Serving size min
INDWEBX_00306,Brinjal bharta,Brinjal bharta,Vegetables,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,71,53,89,0.7,53
INDWEBX_00307,Brinjal do pyaza,Brinjal do pyaza,Vegetables,,,,,,48,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00308,Brinjal dry,Brinjal dry,Vegetables,,,,,,10,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.55,105
INDWEBX_00309,Brinjal fry,Brinjal fry,Vegetables,,,,,,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00310,Brinjal jalfrezi,Brinjal jalfrezi,Vegetables,,,,,,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00311,Brinjal jeera,Brinjal jeera,Vegetables,,,,,,59,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00312,Brinjal korma,Brinjal korma,Vegetables,,,,,,37,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.23,1.23,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00313,Brinjal kurma,Brinjal kurma,Vegetables,,,,,,40,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,2.56,2.56,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,150,105,195,0.6,105
INDWEBX_00314,Brinjal masala,Brinjal masala,Vegetables,,,,,,40,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,2.56,2.56,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,150,105,195,0.6,105
INDWEBX_00315,Brinjal salan,Brinjal salan,Vegetables,,,,,,37,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.23,1.23,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00316,Cabbage bharta,Cabbage bharta,Vegetables,,,,,,40,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,2.56,2.56,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,150,105,195,0.6,105
INDWEBX_00317,Cabbage dry,Cabbage dry,Vegetables,,,,,,73,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,11.78,11.78,Medium,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00318,Cabbage fry,Cabbage fry,Vegetables,,,,,,37,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.23,1.23,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,151,106,195,0.6,106
INDWEBX_00319,Cabbage jalfrezi,Cabbage jalfrezi,Vegetables,,,,,,59,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.8,120
INDWEBX_00320,Cabbage jeera,Cabbage jeera,Vegetables,,,,,,10,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00321,Cabbage korma,Cabbage korma,Vegetables,,,,,,59,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00322,Cabbage kurma,Cabbage kurma,Vegetables,,,,,,10,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00323,Cabbage masala,Cabbage masala,Vegetables,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,70,52,87,0.7,52
INDWEBX_00324,Cabbage salan,Cabbage salan,Vegetables,,,,,,40,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,2.56,2.56,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,150,105,195,0.6,105
INDWEBX_00325,Capsicum bharta,Capsicum bharta,Vegetables,,,,,,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.14,13.14,13.14,Medium,0.43,18.67,Class=other. Proxy-mapped to validated source 'Pizza Capsicum and Onion' (food_id=WEST_IN_0007); score=0.20; tier=low. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00326,Capsicum dry,Capsicum dry,Vegetables,,,,,,59,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00327,Capsicum fry,Capsicum fry,Vegetables,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,79,60,98,0.7,60
INDWEBX_00328,Capsicum jalfrezi,Capsicum jalfrezi,Vegetables,,,,,,73,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00329,Capsicum jeera,Capsicum jeera,Vegetables,,,,,,73,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",11.78,11.78,11.78,Medium,0.5,16.13,Class=other. Proxy-mapped to validated source 'Chikku' (food_id=IND_HENRY2021_610); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00330,Capsicum korma,Capsicum korma,Vegetables,,,,,,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.14,13.14,13.14,Medium,0.43,18.67,Class=other. Proxy-mapped to validated source 'Pizza Capsicum and Onion' (food_id=WEST_IN_0007); score=0.20; tier=low. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00331,Capsicum kurma,Capsicum kurma,Vegetables,,,,,,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.14,13.14,13.14,Medium,0.43,18.67,Class=other. Proxy-mapped to validated source 'Pizza Capsicum and Onion' (food_id=WEST_IN_0007); score=0.20; tier=low. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00332,Capsicum masala,Capsicum masala,Vegetables,,,,,,48,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00333,Capsicum salan,Capsicum salan,Vegetables,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,71,53,89,0.7,53
INDWEBX_00334,Carrot bharta,Carrot bharta,Vegetables,,,,,,48,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",8.32,8.32,8.32,Low,0.5,17.33,Class=other. Proxy-mapped to validated source 'Doongara White Cooked in Rice Cooker' (food_id=T1_0552); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00335,Carrot do pyaza,Carrot do pyaza,Vegetables,,,,,,35,Henry et al. GI tables (non-Indian cohort),1.66,1.66,1.66,Low,0.5,4.73,Class=other. Proxy-mapped to validated source 'Carrot' (food_id=NONIND_0295); score=0.33; tier=low. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00336,Carrot dry,Carrot dry,Vegetables,,,,,,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.5,34.75,Class=other. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.00; tier=prototype. Converted from source serving_size_g=120g.,151,106,196,0.6,106
INDWEBX_00337,Carrot fry,Carrot fry,Vegetables,,,,,,35,Henry et al. GI tables (non-Indian cohort),1.66,1.66,1.66,Low,0.62,4.73,Class=other. Proxy-mapped to validated source 'Carrot' (food_id=NONIND_0295); score=0.50; tier=medium. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00338,Carrot jalfrezi,Carrot jalfrezi,Vegetables,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,73,54,91,0.7,54
INDWEBX_00339,Carrot jeera,Carrot jeera,Vegetables,,,,,,59,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00340,Carrot korma,Carrot korma,Vegetables,,,,,,35,Henry et al. GI tables (non-Indian cohort),1.66,1.66,1.66,Low,0.62,4.73,Class=other. Proxy-mapped to validated source 'Carrot' (food_id=NONIND_0295); score=0.50; tier=medium. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00341,Carrot kurma,Carrot kurma,Vegetables,,,,,,59,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",30.68,30.68,30.68,High,0.5,52,Class=other. Proxy-mapped to validated source 'Red Raw Rice Sri Lankan Cooked in Rice Cooker' (food_id=T1_0543); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,151,120,181,0.75,120
INDWEBX_00342,Carrot masala,Carrot masala,Vegetables,,,,,,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.5,23.67,Class=other. Proxy-mapped to validated source 'Puttu' (food_id=IND_HENRY2021_689); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00343,Carrot salan,Carrot salan,Vegetables,,,,,,35,Henry et al. GI tables (non-Indian cohort),1.66,1.66,1.66,Low,0.62,4.73,Class=other. Proxy-mapped to validated source 'Carrot' (food_id=NONIND_0295); score=0.50; tier=medium. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00344,Cauliflower bharta,Cauliflower bharta,Vegetables,,,,,,73,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #576",12.33,12.33,12.33,Medium,0.5,16.89,Class=other. Proxy-mapped to validated source 'Koshihikari Rice White' (food_id=T1_0576); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00345,Cauliflower dry,Cauliflower dry,Vegetables,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,71,53,89,0.7,53
INDWEBX_00346,Cauliflower fry,Cauliflower fry,Vegetables,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=other. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,79,60,98,0.7,60
INDWEBX_00347,Cauliflower jeera,Cauliflower jeera,Vegetables,,,,,,40,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #831",2.56,2.56,2.56,Low,0.5,6.4,Class=other. Proxy-mapped to validated source 'Vanilla Made from Powder and Whole Milk' (food_id=T1_0831); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,150,105,195,0.6,105
INDWEBX_00348,Cauliflower korma,Cauliflower korma,Vegetables,,,,,,10,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #566",1.69,1.69,1.69,Low,0.5,16.89,Class=other. Proxy-mapped to validated source 'Quick Cooking White Basmati Cooked' (food_id=T1_0566); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00349,Cauliflower kurma,Cauliflower kurma,Vegetables,,,,,,37,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 6 g available carbs (table page 21).",1.23,1.23,1.23,Low,0.5,3.33,Class=other. Proxy-mapped to validated source 'Water Melon' (food_id=IND_HENRY2021_612); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
