food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes
T3_0116,Oat Masala,Oats Masala,Mixed meals,portion,100,100,100,0.5,55.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,5.87,5.46,5.87,Low,0.62,10.666666666666668,Packaged oats; recipe-based.
T4_0044,Oat Porridge,Oats porridge (flavored sachet),Breakfast cereals,portion,100,100,100,0.55,65.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,7.8,6.44,7.8,Low,0.55,12.0,Packaged oats.
T4_0043,Oat with Sugar,Oats with sugar,Breakfast cereals,teaspoon,4,3,5,0.9,60.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,10.8,10.8,10.8,Medium,0.25,18.0,"Sweetened oats. | SERVING_SUSPICIOUS: serving_size_g outside [10,500]."
T4_0104,Office Canteen Meal,Office canteen meal,Mixed meals,portion,100,100,100,0.5,60.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,9.6,9.6,9.6,Low,0.52,16.0,Highly variable.
NONIND_0592,Olu Milk Rice,Olu-Milkrice,Non-Indian reference food,portion,100,100,100,0.85,91.0,Henry et al. GI tables (non-Indian cohort),24.27,24.27,24.27,High,0.88,26.666666666666668,Original country: SriLanka. Renamed generically for Indian audience.
WEST_IN_0230,Onion Rings,Onion Rings,Western foods (India) - Sides,portion,100,100,100,0.5,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,14.2,14.2,14.2,Medium,0.75,20.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: onion_rings.
NONIND_0195,Optimum Rice Analogueformulation Made,Optimumriceanalogueformulationmade,Non-Indian reference food,portion,100,100,100,0.85,54.0,Henry et al. GI tables (non-Indian cohort),7.2,7.2,7.2,Low,0.88,13.333333333333334,Original country: Indonesia. Renamed generically for Indian audience.
IND_HENRY2021_608,Orange,Orange,Fruits,portion,100,100,100,0.8,52.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 10 g available carbs (table page 21).",3.32,3.96,4.64,Low,0.92,6.384615384615386,Computed carbs per 100 g using study portion: 10 g available carbs in 120 g portion. GI variability (SEM/SD) not reported in row.
NONIND_0576,Ordinarywhite Bread,Ordinarywhitebread,Non-Indian reference food,portion,100,100,100,0.9,80.0,Henry et al. GI tables (non-Indian cohort),80.0,80.0,80.0,High,0.88,100.0,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0374,Orientalmelon,Orientalmelon,Non-Indian reference food,portion,100,100,100,0.5,51.2,Henry et al. GI tables (non-Indian cohort),17.07,17.07,17.07,Medium,0.88,33.33333333333333,Original country: Korea. Renamed generically for Indian audience.
NONIND_0638,Osbeckiaoct and Ra,Osbeckiaoctandra(Heenbovitiya),Non-Indian reference food,portion,100,100,100,0.5,55.0,Henry et al. GI tables (non-Indian cohort),14.67,14.67,14.67,Medium,0.88,26.666666666666668,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0022,And Anwaffle,Pandanwaffle,Non-Indian reference food,portion,100,100,100,0.5,46.0,Henry et al. GI tables (non-Indian cohort),10.33,10.33,10.33,Medium,0.88,22.46666666666667,Original country: Singapore. Renamed generically for Indian audience.
NONIND_0240,And Esal with Coconut Flour,Pandesal+Coconutflour,Non-Indian reference food,portion,100,100,100,0.5,87.2,Henry et al. GI tables (non-Indian cohort),11.63,11.63,11.63,Medium,0.88,13.333333333333334,Original country: Philippines. Renamed generically for Indian audience.
T4_0122,Packaged Biscuits,Packaged biscuits,Sweets & desserts,portion,100,100,100,0.55,75.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,58.93,58.93,58.93,High,0.5,78.57142857142857,Highly processed.
T4_0133,Packaged Cold Coffee,Packaged cold coffee,Beverages,portion,100,100,100,0.75,65.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,2.6,4.06,2.6,Low,0.52,4.0,Sugar-sweetened.
T4_0051,Packaged Fruit Drink,Packaged fruit drink,Beverages,portion,100,100,100,0.6,75.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,3.6,5.04,3.6,Low,0.56,4.8,High sugar.
T3_0139,Packaged Fruit Juice,Packaged fruit juice,Beverages,portion,100,100,100,0.8,75.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,3.6,3.6,3.6,Low,0.6,4.8,High sugar; estimate.
T4_0113,Packaged Ready Meal,Packaged ready meal (Indian curry),Mixed meals,portion,100,100,100,0.5,60.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,7.2,7.2,7.2,Low,0.52,12.0,Shelf-stable; variable sugar.
T3_0102,Pakora,Pakora (mixed veg),Snacks,portion,100,100,100,0.5,70.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,56.0,56.0,56.0,High,0.6,80.0,Fried; variable.
T3_0005,Palak Paneer,Palak paneer,Mixed meals,portion,100,100,100,0.5,-1.0,"GI_NA_RULE: GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate (non-starchy vegetables / protein mains without carb carriers), GI is not applicable. Use GL from available carbs (per 100g).",0.0,0.0,0.0,Low,0.75,4.0,"Low-carb spinach gravy. | GI_NA_RULE applied (protein/non-starchy veg without carb carrier, carbs<=10g/100g)."
WEST_IN_0256,Pan Cake,Pancake,Western foods (India) - Desserts,portion,100,100,100,0.75,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,30.01,30.01,30.4,High,0.68,43.75,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pancake.
T4_0061,Pan Cake,Pancakes (sweet),Sweets & desserts,portion,100,100,100,0.75,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,30.62,30.62,30.62,High,0.54,43.75,Refined batter.
T4_0071,Paneer Bhurji,Paneer bhurji,Mixed meals,portion,100,100,100,0.5,-1.0,"GI_NA_RULE: GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate (non-starchy vegetables / protein mains without carb carriers), GI is not applicable. Use GL from available carbs (per 100g).",0.0,0.0,0.0,Low,0.55,6.666666666666667,"Crumbled paneer with onions. | GI_NA_RULE applied (protein/non-starchy veg without carb carrier, carbs<=10g/100g)."
T3_0006,Paneer Butter Masala,Paneer butter masala,Mixed meals,portion,100,100,100,0.85,30.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,17.14,17.14,17.14,Medium,0.72,57.14285714285714,Tomato gravy; modest carbs.
T2_0046,Paneer Paratha,Paneer paratha,Breads & flatbreads,portion,100,100,100,0.75,70.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,21.88,21.88,21.0,High,0.8,31.25,Recipe-based; lower carbs than aloo.
T4_0074,Paneer Tikka,Paneer tikka,Mixed meals,portion,100,100,100,0.5,-1.0,"GI_NA_RULE: GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate (non-starchy vegetables / protein mains without carb carriers), GI is not applicable. Use GL from available carbs (per 100g).",0.0,0.0,0.0,Low,0.56,4.0,"Grilled paneer; low carbs. | GI_NA_RULE applied (protein/non-starchy veg without carb carrier, carbs<=10g/100g)."
T4_0003,Paneer Tikka Masala,Paneer tikka masala,Mixed meals,portion,100,100,100,0.5,-1.0,"GI_NA_RULE: GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate (non-starchy vegetables / protein mains without carb carriers), GI is not applicable. Use GL from available carbs (per 100g).",0.0,0.0,0.0,Low,0.56,8.0,"Paneer + sweetened gravy. | GI_NA_RULE applied (protein/non-starchy veg without carb carrier, carbs<=10g/100g)."
T2_0118,Pani Puri,Pani puri (normalized to 100 g),Snacks,portion,100,100,100,0.7,80.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,80.0,80.0,80.0,High,0.78,100.0,Fried shells; recipe-based.
WEST_IN_0151,Panini Bbq Chicken,Panini BBQ Chicken,Western foods (India) - Sandwiches,portion,100,100,100,0.75,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,10.0,10.0,10.0,Low,0.75,14.499999999999998,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0152,Panini Cheese,Panini Cheese,Western foods (India) - Sandwiches,portion,100,100,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.71,11.71,11.71,Medium,0.75,16.5,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0153,Panini Cheese Corn,Panini Cheese Corn,Western foods (India) - Sandwiches,portion,100,100,100,0.75,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.63,11.63,11.63,Medium,0.75,16.5,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0154,Panini Chicken,Panini Chicken,Western foods (India) - Sandwiches,portion,100,100,100,0.75,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,10.0,10.0,10.0,Low,0.75,14.499999999999998,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0155,Panini Chicken Tikka,Panini Chicken Tikka,Western foods (India) - Sandwiches,portion,100,100,100,0.75,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,10.0,10.0,10.0,Low,0.75,14.499999999999998,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0156,Panini Corn Mayo,Panini Corn Mayo,Western foods (India) - Sandwiches,portion,100,100,100,0.75,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.63,11.63,11.63,Medium,0.75,16.5,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0157,Panini Cucumber,Panini Cucumber,Western foods (India) - Sandwiches,portion,100,100,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.71,11.71,11.71,Medium,0.75,16.5,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0158,Panini Egg,Panini Egg,Western foods (India) - Sandwiches,portion,100,100,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,10.29,10.29,10.29,Medium,0.75,14.499999999999998,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0159,Panini Egg Mayo,Panini Egg Mayo,Western foods (India) - Sandwiches,portion,100,100,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,10.29,10.29,10.29,Medium,0.75,14.499999999999998,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0160,Panini Mushroom,Panini Mushroom,Western foods (India) - Sandwiches,portion,100,100,100,0.75,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.63,11.63,11.63,Medium,0.75,16.5,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0161,Panini Paneer Bhurji,Panini Paneer Bhurji,Western foods (India) - Sandwiches,portion,100,100,100,0.75,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.47,11.47,11.47,Medium,0.75,16.5,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0162,Panini Paneer Tikka,Panini Paneer Tikka,Western foods (India) - Sandwiches,portion,100,100,100,0.75,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.47,11.47,11.47,Medium,0.75,16.5,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0163,Panini Tomato,Panini Tomato,Western foods (India) - Sandwiches,portion,100,100,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.71,11.71,11.71,Medium,0.75,16.5,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0164,Panini Tuna,Panini Tuna,Western foods (India) - Sandwiches,portion,100,100,100,0.75,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,10.0,10.0,10.0,Low,0.75,14.499999999999998,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0165,Panini Tuna Mayo,Panini Tuna Mayo,Western foods (India) - Sandwiches,portion,100,100,100,0.75,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,10.0,10.0,10.0,Low,0.75,14.499999999999998,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0166,Panini Veg,Panini Veg,Western foods (India) - Sandwiches,portion,100,100,100,0.75,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.63,11.63,11.63,Medium,0.75,16.5,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0167,Panini Veg Mayo,Panini Veg Mayo,Western foods (India) - Sandwiches,portion,100,100,100,0.75,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.63,11.63,11.63,Medium,0.75,16.5,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
IND_HENRY2021_607,Papaya,Papaya,Fruits,portion,100,100,100,0.6,19.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",3.07,4.23,3.07,Low,0.92,16.133333333333333,Computed carbs per 100 g using study portion: 29 g available carbs in 120 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_604,Papayabar,Papayabar (treated with inulinand,Fruits,portion,100,100,100,0.6,54.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 116; n=15 Healthy; ref food/time: Glucose/2h fructooligosaccharides) participants; portion 65 g provides 50 g available carbs (table page 21).",27.68,27.68,27.68,High,0.92,51.26666666666667,Computed carbs per 100 g using study portion: 50 g available carbs in 65 g portion. GI variability (SEM/SD) not reported in row.
