food_id,canonical_name,canonical_name_original,primary_category,serving_type,Serving size min ,Serving size G,Serving Size Max,Serving size confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes
INDWEB_0208,Halwa (gajar),Halwa (gajar),Sweets & desserts,piece,100,100,100,0.75,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,40.98,40.98,40.98,High,0.68,60.0,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Vanilla Cake' (food_id=WEST_IN_0259)."
INDWEB_0209,Halwa (moong dal),Halwa (moong dal),Sweets & desserts,piece,200,160,240,0.6,77.0,Henry et al. GI tables (non-Indian cohort),31.72,25.38,38.06,High,0.88,41.1948051948052,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Sweet Potato' (food_id=NONIND_0064)."
INDWEB_0210,Halwa (atte ka),Halwa (atte ka),Sweets & desserts,piece,100,100,100,0.75,37.8,Henry et al. GI tables (non-Indian cohort),6.3,6.3,6.3,Low,0.88,16.666666666666668,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'White Sweet Potato Pudding' (food_id=NONIND_0219)."
INDWEB_0211,Badam halwa,Badam halwa,Sweets & desserts,piece,100,100,100,0.75,91.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #729",50.96,50.96,50.96,High,0.92,56.0,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Rice Cake Calrose Rice' (food_id=T1_0729)."
INDWEB_0212,Ladoo (boondi),Ladoo (boondi),Sweets & desserts,piece,100,100,100,0.75,75.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,37.5,37.5,37.5,High,0.58,50.0,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Peda' (food_id=T3_0131)."
INDWEB_0213,Ladoo (besan),Ladoo (besan),Sweets & desserts,piece,100,100,100,0.75,33.3,Henry et al. GI tables (non-Indian cohort),6.57,6.57,6.57,Low,0.62,19.72972972972973,"Per-100g values proxy-mapped to validated source item 'Besan' (food_id=NONIND_0622); mapping_score=0.50; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0214,Ladoo (motichoor),Ladoo (motichoor),Sweets & desserts,piece,100,100,100,0.75,75.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,58.93,58.93,58.93,High,0.5,78.57333333333334,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Packaged Biscuits' (food_id=T4_0122)."
INDWEB_0215,Ladoo (til),Ladoo (til),Sweets & desserts,piece,100,100,100,0.75,76.0,Henry et al. GI tables (non-Indian cohort),15.1,15.1,15.1,Medium,0.88,19.86842105263158,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Sweet Potato Fried' (food_id=NONIND_0559)."
INDWEB_0216,Ladoo (rava),Ladoo (rava),Sweets & desserts,piece,100,100,100,0.75,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,30.62,30.62,30.62,High,0.54,43.74285714285714,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pan Cake' (food_id=T4_0061)."
INDWEB_0217,Barfi (kaju katli),Barfi (kaju katli),Sweets & desserts,piece,100,100,100,0.75,79.0,Henry et al. GI tables (non-Indian cohort),8.85,8.85,8.85,Low,0.88,11.20253164556962,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Sweet Yam Boiled' (food_id=NONIND_0554)."
INDWEB_0218,Barfi (coconut),Barfi (coconut),Sweets & desserts,piece,100,100,100,0.75,35.0,Henry et al. GI tables (non-Indian cohort),21.61,21.61,21.61,High,0.45,61.74285714285714,"Per-100g values proxy-mapped to validated source item 'Coconut Sapsugar' (food_id=NONIND_0299); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0219,Barfi (milk),Barfi (milk),Sweets & desserts,glass,200,200,200,0.9,51.0,Proxy GI anchor: milk from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,7.34,7.34,7.34,Low,0.43,14.392156862745098,"Per-100g values proxy-mapped to validated source item 'Milk Shake' (food_id=WEST_IN_0268); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0220,Sandesh,Sandesh,Sweets & desserts,piece,100,100,100,0.75,68.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,10.49,10.49,10.49,Medium,0.71,15.33625730994152,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Sausage' (food_id=WEST_IN_0081)."
INDWEB_0221,Mishti doi,Mishti doi,Sweets & desserts,piece,100,100,100,0.75,56.0,Henry et al. GI tables (non-Indian cohort),19.45,19.45,19.45,Medium,0.88,34.732142857142854,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza' (food_id=NONIND_0788)."
INDWEB_0222,Chhena poda,Chhena poda,Sweets & desserts,piece,100,100,100,0.75,46.3,Henry et al. GI tables (non-Indian cohort),6.48,6.48,6.48,Low,0.88,13.995680345572355,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pittu with Green Curry and Gravy' (food_id=NONIND_0603)."
INDWEB_0223,Ice cream (vanilla),Ice cream (vanilla),Sweets & desserts,piece,100,100,100,0.75,51.0,Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). + Proxy GI anchor: milk from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.48,24.48,24.48,High,0.65,48.0,"Per-100g values proxy-mapped to validated source item 'Ice Cream' (food_id=WEST_IN_0251); mapping_score=0.67; mapping_tier=high. Converted from source serving_size_g=50g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
INDWEB_0224,Shrikhand,Shrikhand,Sweets & desserts,piece,100,100,100,0.75,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.14,13.14,13.14,Medium,0.72,18.664772727272727,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Capsicum and Onion' (food_id=WEST_IN_0007)."
INDWEB_0225,Payasam (vermicelli),Payasam (vermicelli),Sweets & desserts,piece,100,100,100,0.75,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,40.98,40.98,40.98,High,0.68,60.0,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Red Velvet Cake' (food_id=WEST_IN_0258)."
INDWEB_0226,Payasam (ada),Payasam (ada),Sweets & desserts,piece,100,100,100,0.75,88.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,27.66,27.66,27.66,High,0.64,31.431818181818183,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Payasam' (food_id=T3_0073)."
INDWEB_0227,Payasam (palada),Payasam (palada),Sweets & desserts,piece,100,100,100,0.75,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,21.86,21.86,21.86,High,0.68,32.00585651537335,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Apple Pie' (food_id=WEST_IN_0235)."
INDWEB_0228,Modak (ukadiche),Modak (ukadiche),Sweets & desserts,piece,100,100,100,0.75,85.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,36.43,36.43,36.43,High,0.58,42.858823529411765,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Modak' (food_id=T3_0130)."
INDWEB_0229,Puran poli,Puran poli,Sweets & desserts,piece,100,100,100,0.75,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.72,18.669527896995707,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Veg' (food_id=WEST_IN_0093)."
INDWEB_0230,Chikki (peanut),Chikki (peanut),Sweets & desserts,portion,100,100,100,0.75,68.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.62,15.62,15.62,Medium,0.72,22.67053701015965,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Paneer Tikka' (food_id=WEST_IN_0069)."
INDWEB_0231,Chikki (sesame/til),Chikki (sesame/til),Sweets & desserts,piece,100,100,100,0.75,83.1,Henry et al. GI tables (non-Indian cohort),14.79,14.79,14.79,Medium,0.88,17.79783393501805,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Polished Rice' (food_id=NONIND_0148)."
INDWEB_0232,Gajak,Gajak,Sweets & desserts,piece,100,100,100,0.75,44.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 118; n=50 Glucose/2h; ref food/time: Grainsflourchapatti participants; portion 116.34 g provides 50 g available carbs (table page 21).",12.61,12.61,12.61,Medium,0.9,28.65909090909091,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Popped Amaranth' (food_id=IND_HENRY2021_617)."
INDWEB_0233,Revdi,Revdi,Sweets & desserts,piece,100,100,100,0.75,44.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 118; n=50 Glucose/2h; ref food/time: Grainsflourchapatti participants; portion 116.34 g provides 50 g available carbs (table page 21).",12.61,12.61,12.61,Medium,0.9,28.65909090909091,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Popped Amaranth' (food_id=IND_HENRY2021_617)."
INDWEB_0234,Banana fritters (pazham pori),Banana fritters (pazham pori),Sweets & desserts,piece,100,100,100,0.75,43.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 25 g available carbs (table page 21).",7.45,7.45,7.45,Low,0.45,17.325581395348838,"Per-100g values proxy-mapped to validated source item 'Banana' (food_id=IND_HENRY2021_605); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=120g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency."
