food_id,canonical_name,canonical_name_original,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
IND_HENRY2021_639,Noodles,Noodles (refined wheat flour),Grains & staples,62.6,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 127; n=10 Healthy; ref food/time: Glucose/2.5h participants; portion 65.66 g provides 50 g available carbs (table page 22).",47.7,43.88,51.52,High,0.92,100,76.1,Computed carbs per 100 g using study portion: 50 g available carbs in 65.66 g portion. GI variability (SEM/SD) not reported in row.
NONIND_0365,Noodles Made From Dehulledyellowpea,Noodlesmadefromdehulledyellowpea,Non-Indian reference food,40.3,Henry et al. GI tables (non-Indian cohort),8.9,8.0,9.8,Low,0.88,100,22.0,Original country: Japan. Renamed generically for Indian audience.
NONIND_0366,Noodles Made From Unshelledyellowpea,Noodlesmadefromunshelledyellowpea,Non-Indian reference food,68.8,Henry et al. GI tables (non-Indian cohort),15.1,13.6,16.6,Medium,0.88,100,22.0,Original country: Japan. Renamed generically for Indian audience.
NONIND_0690,Normal Bun,Normalbun,Non-Indian reference food,67.3,Henry et al. GI tables (non-Indian cohort),17.9,16.2,19.7,Medium,0.88,100,26.7,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0416,Oat Biscuit,Oatbiscuit,Non-Indian reference food,55.0,Henry et al. GI tables (non-Indian cohort),11.0,9.9,12.1,Medium,0.88,100,20.0,Original country: China. Renamed generically for Indian audience.
WEST_IN_0255,Oat Cookie,Oat Cookie,Western foods (India) - Desserts,68.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,40.8,29.9,51.7,High,0.68,100,60.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cookie.
NONIND_0036,Oat Flour Muffin,Oatflourmuffin,Non-Indian reference food,53.6,Henry et al. GI tables (non-Indian cohort),18.3,16.4,20.1,Medium,0.88,100,34.1,Original country: Singapore. Renamed generically for Indian audience.
T3_0116,Oat S Masala,Oats Masala,Mixed meals,55.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,8.8,5.46,12.14,Low,0.62,100,16.0,Packaged oats; recipe-based.
T4_0044,Oat S Porridge,Oats porridge (flavored sachet),Breakfast cereals,65.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,11.7,6.44,16.96,Medium,0.55,100,18.0,Packaged oats.
T4_0043,Oat S with Sugar,Oats with sugar,Breakfast cereals,60.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,10.8,6.05,15.55,Medium,0.56,100,18.0,Sweetened oats.
T4_0104,Office Canteen Meal,Office canteen meal,Mixed meals,60.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,14.4,7.49,21.31,Medium,0.52,100,24.0,Highly variable.
NONIND_0592,Olu Milk Rice,Olu-Milkrice,Non-Indian reference food,91.0,Henry et al. GI tables (non-Indian cohort),36.4,32.8,40.0,High,0.88,100,40.0,Original country: SriLanka. Renamed generically for Indian audience.
WEST_IN_0230,Onion Rings,Onion Rings,Western foods (India) - Sides,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,21.3,16.2,26.4,High,0.75,100,30.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: onion_rings.
NONIND_0195,Optimum Rice Analogueformulation Made,Optimumriceanalogueformulationmade,Non-Indian reference food,54.0,Henry et al. GI tables (non-Indian cohort),10.8,9.7,11.9,Medium,0.88,100,20.0,Original country: Indonesia. Renamed generically for Indian audience.
IND_HENRY2021_608,Orange,Orange,Fruits,52.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 10 g available carbs (table page 21).",4.3,3.96,4.64,Low,0.92,100,8.3,Computed carbs per 100 g using study portion: 10 g available carbs in 120 g portion. GI variability (SEM/SD) not reported in row.
NONIND_0576,Ordinarywhite Bread,Ordinarywhitebread,Non-Indian reference food,80.0,Henry et al. GI tables (non-Indian cohort),33.1,29.8,36.4,High,0.88,100,41.3,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0374,Orientalmelon,Orientalmelon,Non-Indian reference food,51.2,Henry et al. GI tables (non-Indian cohort),25.6,23.0,28.2,High,0.88,100,50.0,Original country: Korea. Renamed generically for Indian audience.
NONIND_0638,Osbeckiaoct and Ra,Osbeckiaoctandra(Heenbovitiya),Non-Indian reference food,55.0,Henry et al. GI tables (non-Indian cohort),22.0,19.8,24.2,High,0.88,100,40.0,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0022,P and Anwaffle,Pandanwaffle,Non-Indian reference food,46.0,Henry et al. GI tables (non-Indian cohort),15.5,14.0,17.1,Medium,0.88,100,33.7,Original country: Singapore. Renamed generically for Indian audience.
NONIND_0240,P and Esal with Coconut Flour,Pandesal+Coconutflour,Non-Indian reference food,87.2,Henry et al. GI tables (non-Indian cohort),17.4,15.7,19.2,Medium,0.88,100,20.0,Original country: Philippines. Renamed generically for Indian audience.
T4_0122,Packaged Biscuits,Packaged biscuits,Sweets & desserts,75.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,41.25,20.62,61.88,High,0.5,100,55.0,Highly processed.
T4_0133,Packaged Cold Coffee,Packaged cold coffee,Beverages,65.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,7.8,4.06,11.54,Low,0.52,100,12.0,Sugar-sweetened.
T4_0051,Packaged Fruit Drink,Packaged fruit drink,Beverages,75.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,9.0,5.04,12.96,Low,0.56,100,12.0,High sugar.
T3_0139,Packaged Fruit Juice,Packaged fruit juice,Beverages,75.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,9.0,5.4,12.6,Low,0.6,100,12.0,High sugar; estimate.
T4_0113,Packaged Ready Meal,Packaged ready meal (Indian curry),Mixed meals,60.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,10.8,5.62,15.98,Medium,0.52,100,18.0,Shelf-stable; variable sugar.
T3_0102,Pakora,Pakora (mixed veg),Snacks,70.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,14.0,8.4,19.6,Medium,0.6,100,20.0,Fried; variable.
T3_0005,Palak Paneer,Palak paneer,Mixed meals,25.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,1.5,1.12,1.88,Low,0.75,100,6.0,Low-carb spinach gravy.
WEST_IN_0256,Pan Cake,Pancake,Western foods (India) - Desserts,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.0,17.6,30.4,High,0.68,100,35.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pancake.
T4_0061,Pan Cake S,Pancakes (sweet),Sweets & desserts,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,24.5,13.23,35.77,High,0.54,100,35.0,Refined batter.
T4_0071,Paneer Bhurji,Paneer bhurji,Mixed meals,40.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,4.0,2.2,5.8,Low,0.55,100,10.0,Crumbled paneer with onions.
T3_0006,Paneer Butter Masala,Paneer butter masala,Mixed meals,30.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,2.4,1.73,3.07,Low,0.72,100,8.0,Tomato gravy; modest carbs.
T2_0046,Paneer Paratha,Paneer paratha,Breads & flatbreads,70.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,17.5,14.0,21.0,Medium,0.8,100,25.0,Recipe-based; lower carbs than aloo.
T4_0074,Paneer Tikka,Paneer tikka,Mixed meals,25.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,1.5,0.84,2.16,Low,0.56,100,6.0,Grilled paneer; low carbs.
T4_0003,Paneer Tikka Masala,Paneer tikka masala,Mixed meals,42.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,5.04,2.82,7.26,Low,0.56,100,12.0,Paneer + sweetened gravy.
T2_0118,Pani Puri,Pani puri (normalized to 100 g),Snacks,80.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,28.0,21.84,34.16,High,0.78,100,35.0,Fried shells; recipe-based.
WEST_IN_0151,Panini Bbq Chicken,Panini BBQ Chicken,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0152,Panini Cheese,Panini Cheese,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.8,29.0,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0153,Panini Cheese Corn,Panini Cheese Corn,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0154,Panini Chicken,Panini Chicken,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0155,Panini Chicken Tikka,Panini Chicken Tikka,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0156,Panini Corn Mayo,Panini Corn Mayo,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0157,Panini Cucumber,Panini Cucumber,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.8,29.0,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0158,Panini Egg,Panini Egg,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.6,15.7,25.5,High,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0159,Panini Egg Mayo,Panini Egg Mayo,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.6,15.7,25.5,High,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0160,Panini Mushroom,Panini Mushroom,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0161,Panini Paneer Bhurji,Panini Paneer Bhurji,Western foods (India) - Sandwiches,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,22.9,17.4,28.4,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0162,Panini Paneer Tikka,Panini Paneer Tikka,Western foods (India) - Sandwiches,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,22.9,17.4,28.4,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0163,Panini Tomato,Panini Tomato,Western foods (India) - Sandwiches,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.4,17.8,29.0,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0164,Panini Tuna,Panini Tuna,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0165,Panini Tuna Mayo,Panini Tuna Mayo,Western foods (India) - Sandwiches,69.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,20.0,15.2,24.8,Medium,0.75,100,29.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_chicken.
WEST_IN_0166,Panini Veg,Panini Veg,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
WEST_IN_0167,Panini Veg Mayo,Panini Veg Mayo,Western foods (India) - Sandwiches,70.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,23.3,17.7,28.9,High,0.75,100,33.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.
IND_HENRY2021_607,Papaya,Papaya,Fruits,19.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 29 g available carbs (table page 21).",4.6,4.23,4.97,Low,0.92,100,24.2,Computed carbs per 100 g using study portion: 29 g available carbs in 120 g portion. GI variability (SEM/SD) not reported in row.
IND_HENRY2021_604,Papayabar,Papayabar (treated with inulinand,Fruits,54.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 116; n=15 Healthy; ref food/time: Glucose/2h fructooligosaccharides) participants; portion 65 g provides 50 g available carbs (table page 21).",41.5,38.18,44.82,High,0.92,100,76.9,Computed carbs per 100 g using study portion: 50 g available carbs in 65 g portion. GI variability (SEM/SD) not reported in row.
NONIND_0042,Papayabites,Papayabites,Non-Indian reference food,38.0,Henry et al. GI tables (non-Indian cohort),15.2,13.7,16.7,Medium,0.88,100,40.0,Original country: Singapore. Renamed generically for Indian audience.
