food_id,canonical_name,canonical_name_original,primary_category,serving_type,Serving size min ,Serving size G,Serving Size Max,Serving size confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,available_carbs_per100g,gl_per100g_median,gl_per100g_min,gl_per100g_max,serving_size_per100g_g,portion_serving_key,gl_median_portion,gl_min_portion,gl_max_portion,available_carbs_portion_median,available_carbs_portion_min,available_carbs_portion_max
WEST_IN_0090,Pizza Tomato and Basil,Pizza Tomato & Basil,Western foods (India) - Pizza,portion,105,150,195,0.7,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.14,13.14,13.14,Medium,0.72,18.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.,18.66666667,13.14,13.14,13.14,100,portion_100g,13.14,13.14,13.14,18.67,18.67,18.67
WEST_IN_0093,Pizza Veg,Pizza Veg,Western foods (India) - Pizza,portion,105,150,195,0.7,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.72,18.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.,18.66666667,13.05,13.05,13.05,100,portion_100g,13.05,13.05,13.05,18.67,18.67,18.67
WEST_IN_0096,Pizza Veg Gie Delight,Pizza Veggie Delight,Western foods (India) - Pizza,portion,105,150,195,0.7,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.72,18.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pizza_veg.,18.66666667,13.05,13.05,13.05,100,portion_100g,13.05,13.05,13.05,18.67,18.67,18.67
NONIND_0388,Plain Bread,Plainbread,Non-Indian reference food,slice,20,25,30,0.9,70.7,Henry et al. GI tables (non-Indian cohort),70.7,70.7,70.7,High,0.88,100,Original country: Korea. Renamed generically for Indian audience.,100,70.7,70.7,70.7,100,portion_100g,70.7,70.7,70.7,100,100,100
NONIND_0526,Plain Steam Sevai Roll,Plainsteamedvermicelliroll,Non-Indian reference food,bowl,150,200,250,0.7,90,Henry et al. GI tables (non-Indian cohort),18.9,18.9,18.9,Medium,0.88,10.5,Original country: Hong. Renamed generically for Indian audience.,10.5,9.45,9.45,9.45,100,cup_200ml,18.9,18.9,18.9,21,21,21
NONIND_0074,Plain Wheat Noodles,Plain Wheat Noodles,Non-Indian reference food,bowl,188,250,312,0.7,60,Henry et al. GI tables (non-Indian cohort),8.95,8.95,8.95,Low,0.88,14.92,Original country: Malaysia. Renamed generically for Indian audience.,14.92,8.95,8.95,8.95,100,portion_100g,8.95,8.95,8.95,14.92,14.92,14.92
IND_HENRY2021_690,Plaintain,Plaintain (unripe),Other,portion,105,150,195,0.5,73.9,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 422 g provides 50 g available carbs (table page 23).",5.81,5.81,5.81,Low,0.92,7.866666667,Computed carbs per 100 g using study portion: 50 g available carbs in 422 g portion. GI variability (SEM/SD) not reported in row.,7.866666667,5.81,5.81,5.81,100,portion_100g,5.81,5.81,5.81,7.87,7.87,7.87
T2_0058,Poha,Poha (plain),Mixed meals,katori,144,180,216,0.75,55,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,7.64,7.64,7.64,Low,0.85,13.88888889,Flattened rice cooked; estimate.,13.88888889,7.64,7.64,7.64,100,portion_100g,7.64,7.64,7.64,13.89,13.89,13.89
T3_0095,Poha Chivda,Poha chivda,Snacks,katori,144,180,216,0.75,65,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,19.86,19.86,19.86,Medium,0.62,30.55555556,Dry snack; recipe-based.,30.55555556,19.86,19.86,19.86,100,portion_100g,19.86,19.86,19.86,30.56,30.56,30.56
T3_0103,Poha Jalebi,Poha jalebi,Mixed meals,katori,144,180,216,0.75,85,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,16.53,16.53,16.53,Medium,0.58,19.44444444,Festival combo; highly variable.,19.44444444,16.53,16.53,16.53,100,portion_100g,16.53,16.53,16.53,19.44,19.44,19.44
NONIND_0148,Polished Rice,Polishedrice(Leuangawn),Non-Indian reference food,plate,120,150,180,0.85,83.1,Henry et al. GI tables (non-Indian cohort),19.82,17.75,22.18,Medium,0.88,17.8,Original country: Thailand. Renamed generically for Indian audience.,17.8,14.79,14.79,14.79,100,cooked_rice_nin_cup_200ml,14.79,14.79,14.79,23.85,21.36,26.7
NONIND_0069,Polishedbrown Rice,Polishedbrownrice,Non-Indian reference food,plate,120,150,180,0.85,86,Henry et al. GI tables (non-Indian cohort),15.37,13.76,17.21,Medium,0.88,13.33333333,Original country: Malaysia. Renamed generically for Indian audience.,13.33333333,11.47,11.47,11.47,100,cooked_rice_nin_cup_200ml,11.47,11.47,11.47,17.87,16,20
T2_0129,Pomegranate,Pomegranate (arils),Fruits,bowl,128,170,212,0.75,35,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,3.71,3.71,3.71,Low,0.88,10.58823529,Fresh fruit.,10.58823529,3.71,3.71,3.71,100,portion_100g,3.71,3.71,3.71,10.59,10.59,10.59
T2_0072,Pongal,Pongal (ven pongal),Mixed meals,portion,105,150,195,0.5,60,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,9.65,8.64,10.8,Low,0.8,12,Rice+moong; recipe-based.,12,7.2,7.2,7.2,100,cooked_rice_nin_cup_200ml,7.2,7.2,7.2,16.08,14.4,18
IND_HENRY2021_620,Ponni,Ponni (parboiledrice),Grains & staples,plate,120,150,180,0.55,70.2,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 119; n=30 Healthy; ref food/time: Glucose/2h participants; portion 236 g provides 50 g available carbs (table page 21).",9.92,9.92,9.92,Low,0.9,14.13333333,Computed carbs per 100 g using study portion: 50 g available carbs in 236 g portion. GI SEM/SD reported: 3.6.,14.13333333,9.92,9.92,9.92,100,portion_100g,9.92,9.92,9.92,14.13,14.13,14.13
IND_HENRY2021_692,Poori,Poori,Other,piece,15,20,25,0.7,58.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 121 g provides 50 g available carbs (table page 23).",58.5,58.5,58.5,High,0.92,100,Computed carbs per 100 g using study portion: 50 g available carbs in 121 g portion. GI variability (SEM/SD) not reported in row.,100,58.5,58.5,58.5,100,portion_100g,58.5,58.5,58.5,100,100,100
WEST_IN_0232,Popcorn Chicken,Popcorn Chicken,Western foods (India) - Sides,packet,18,30,42,0.7,68.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,34.25,34.25,34.25,High,0.75,50,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: nuggets.,50,34.25,34.25,34.25,100,portion_100g,34.25,34.25,34.25,50,50,50
IND_HENRY2021_617,Popped Amaranth,Popped Amaranth,Other,portion,105,150,195,0.5,44,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 118; n=50 Glucose/2h; ref food/time: Grainsflourchapatti participants; portion 116.34 g provides 50 g available carbs (table page 21).",12.61,12.61,12.61,Medium,0.9,28.66666667,Computed carbs per 100 g using study portion: 50 g available carbs in 116.34 g portion. GI SEM/SD reported: 25.08.,28.66666667,12.61,12.61,12.61,100,portion_100g,12.61,12.61,12.61,28.67,28.67,28.67
IND_HENRY2021_696,Porotta,Porotta,Other,portion,105,150,195,0.5,38,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 121 g provides 50 g available carbs (table page 24).",10.46,10.46,10.46,Medium,0.92,27.53333333,Computed carbs per 100 g using study portion: 50 g available carbs in 121 g portion. GI variability (SEM/SD) not reported in row.,27.53333333,10.46,10.46,10.46,100,portion_100g,10.46,10.46,10.46,27.53,27.53,27.53
NONIND_0701,Porridge,Porridge(Caryoteurens),Non-Indian reference food,portion,105,150,195,0.5,-2,Henry et al. GI tables (non-Indian cohort),-1,-1,-1,NA,0.88,6.266666667,Original country: SriLanka. Renamed generically for Indian audience.,6.266666667,-1,-1,-1,100,portion_100g,-1,-1,-1,6.27,6.27,6.27
T1_0387,Porridge Made from Rolled Oat Cooked for,"Porridge, made from rolled oats cooked for",Grains & staples,plate,120,150,180,0.55,20,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #387",1.23,1.23,1.23,Low,0.92,6.133333333,Normalized to 100g from table serving 250g with 23g available carbs and GL 11.,6.133333333,1.23,1.23,1.23,100,portion_100g,1.23,1.23,1.23,6.13,6.13,6.13
T1_0390,Porridge Made from Steel Cut Oat Cooked in Water,"Porridge, made from steel-cut oats, cooked in water",Grains & staples,plate,120,150,180,0.55,52,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #390",9.16,9.16,9.16,Low,0.92,8.8,Normalized to 100g from table serving 250g with 33g available carbs and GL 17.,8.8,4.58,4.58,4.58,100,glass_200ml,9.16,9.16,9.16,17.6,17.6,17.6
NONIND_0428,Potato,Potato(Steam),Non-Indian reference food,portion,105,150,195,0.5,62,Henry et al. GI tables (non-Indian cohort),8.27,8.27,8.27,Low,0.88,13.33333333,Original country: China. Renamed generically for Indian audience.,13.33333333,8.27,8.27,8.27,100,portion_100g,8.27,8.27,8.27,13.33,13.33,13.33
NONIND_0429,Potato Crisp,Potatocrisp(Oilfry),Non-Indian reference food,portion,105,150,195,0.5,60.3,Henry et al. GI tables (non-Indian cohort),8.04,8.04,8.04,Low,0.88,13.33333333,Original country: China. Renamed generically for Indian audience.,13.33333333,8.04,8.04,8.04,100,portion_100g,8.04,8.04,8.04,13.33,13.33,13.33
NONIND_0432,Potato Mashed,Potatomashed,Non-Indian reference food,portion,105,150,195,0.5,73,Henry et al. GI tables (non-Indian cohort),9.73,9.73,9.73,Low,0.88,13.33333333,Original country: China. Renamed generically for Indian audience.,13.33333333,9.73,9.73,9.73,100,portion_100g,9.73,9.73,9.73,13.33,13.33,13.33
NONIND_0401,Potato Starch Steam,Potatostarchsteamed,Non-Indian reference food,portion,105,150,195,0.5,53.3,Henry et al. GI tables (non-Indian cohort),32.48,32.48,32.48,High,0.88,30.46666667,Original country: Korea. Renamed generically for Indian audience.,30.46666667,16.24,16.24,16.24,100,cup_200ml,32.48,32.48,32.48,60.93,60.93,60.93
WEST_IN_0233,Potato Wedges,Potato Wedges,Western foods (India) - Sides,portion,105,150,195,0.5,78,Proxy GI anchor: cooked potato from International GI Tables (Atkinson 2008).,13.52,13.52,13.52,Medium,0.75,17.33333333,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: potato_wedges.,17.33333333,13.52,13.52,13.52,100,portion_100g,13.52,13.52,13.52,17.33,17.33,17.33
T4_0143,Prasad,Prasad (temple sweet),Sweets & desserts,piece,52,70,88,0.55,80,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,40,40,40,High,0.48,50,Highly variable.,50,40,40,40,100,portion_100g,40,40,40,50,50,50
NONIND_0323,Pre Germinatedbrown Rice,Pre-Germinatedbrownrice,Non-Indian reference food,plate,120,150,180,0.85,54.4,Henry et al. GI tables (non-Indian cohort),13.32,11.93,14.91,Medium,0.88,18.26666667,Original country: Japan. Renamed generically for Indian audience.,18.26666667,9.94,9.94,9.94,100,cooked_rice_nin_cup_200ml,9.94,9.94,9.94,24.48,21.92,27.4
T1_0565,Precooked Basmati Rice in Pouch White Reheated in,"Precooked basmati rice in pouch, white, reheated in",Grains & staples,plate,120,150,180,0.85,57,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #565",13.92,12.47,15.59,Medium,0.92,18.22,Normalized to 100g from table serving 150g with 41g available carbs and GL 24.,18.22,10.39,10.39,10.39,100,cooked_rice_nin_cup_200ml,10.39,10.39,10.39,24.41,21.86,27.33
IND_HENRY2021_721,Preserved Coconut Sugar,Preservedcoconutsugar,Other,teaspoon,3,4,5,0.9,52.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 152; n=15 Healthy; ref food/time: Glucose/2h participants; portion 62.5 g provides 50 g available carbs (table page 24).",2.1,2.1,2.1,Low,0.25,80,"Computed carbs per 100 g using study portion: 50 g available carbs in 62.5 g portion. GI variability (SEM/SD) not reported in row. | SERVING_SUSPICIOUS: serving_size_g outside [10,500].",80,42,42,42,100,teaspoon_5ml,2.1,2.1,2.1,4,4,4
T2_0011,Proso Millet,Proso millet (cooked),Grains & staples,plate,120,150,180,0.55,55,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,8.43,8.43,8.43,Low,0.86,15.33333333,Cooked millet grain.,15.33333333,8.43,8.43,8.43,100,portion_100g,8.43,8.43,8.43,15.33,15.33,15.33
T4_0046,Protein Bar,Protein bar (sweetened),Snacks,handful,15,25,35,0.5,55,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,44,44,44,High,0.54,80,Sweetened protein bar.,80,44,44,44,100,portion_100g,44,44,44,80,80,80
T4_0099,Protein Shake,Protein shake (sweetened),Beverages,glass,240,300,360,0.75,55,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,4.4,4.4,4.4,Low,0.56,4,Sweetened protein.,4,2.2,2.2,2.2,100,glass_200ml,4.4,4.4,4.4,8,8,8
NONIND_0377,Puffed Rice Grains,Puffedricegrains,Non-Indian reference food,plate,120,150,180,0.85,72.4,Henry et al. GI tables (non-Indian cohort),57.57,51.55,64.44,High,0.88,59.33333333,Original country: Korea. Renamed generically for Indian audience.,59.33333333,42.96,42.96,42.96,100,cooked_rice_nin_cup_200ml,42.96,42.96,42.96,79.51,71.2,89
T3_0025,Pulao,Pulao (veg),Mixed meals,plate,200,250,300,0.75,60,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,8.04,7.2,9,Low,0.68,10,Rice-dominant; recipe-based.,10,6,6,6,100,cooked_rice_nin_cup_200ml,6,6,6,13.4,12,15
NONIND_0565,Pumpkin Boiled,"Pumpkin,Boiled",Non-Indian reference food,portion,105,150,195,0.5,66,Henry et al. GI tables (non-Indian cohort),9.81,9.81,9.81,Low,0.88,14.86666667,Original country: WestIndia. Renamed generically for Indian audience.,14.86666667,9.81,9.81,9.81,100,portion_100g,9.81,9.81,9.81,14.87,14.87,14.87
NONIND_0207,Pumpkin Flour Chips,Pumpkinflourchips,Non-Indian reference food,packet,18,30,42,0.7,51,Henry et al. GI tables (non-Indian cohort),51,51,51,High,0.88,100,Original country: Indonesia. Renamed generically for Indian audience.,100,51,51,51,100,portion_100g,51,51,51,100,100,100
T2_0047,Puri,Puri (fried wheat),Breads & flatbreads,piece,15,20,25,0.7,80,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,80,80,80,High,0.82,100,Fried; recipe-based.,100,80,80,80,100,portion_100g,80,80,80,100,100,100
NONIND_0269,Puto White,"Puto,White",Non-Indian reference food,portion,105,150,195,0.5,90,Henry et al. GI tables (non-Indian cohort),30,30,30,High,0.88,33.33333333,Original country: Philippines. Renamed generically for Indian audience.,33.33333333,30,30,30,100,portion_100g,30,30,30,33.33,33.33,33.33
IND_HENRY2021_689,Puttu,Puttu,Other,portion,105,150,195,0.5,62.7,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 141 g provides 50 g available carbs (table page 23).",14.84,14.84,14.84,Medium,0.92,23.66666667,Computed carbs per 100 g using study portion: 50 g available carbs in 141 g portion. GI variability (SEM/SD) not reported in row.,23.66666667,14.84,14.84,14.84,100,portion_100g,14.84,14.84,14.84,23.67,23.67,23.67
T3_0059,Puttu with Kadala Curry,Puttu + kadala curry,Mixed meals,katori,120,150,180,0.7,62,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,18.18,14.54,21.82,Medium,0.66,14.66666667,Puttu + chickpea curry; recipe-based.,14.66666667,9.09,9.09,9.09,100,dal_katori_default,18.18,14.54,21.82,29.33,23.47,35.2
T3_0100,Pyaaz Kachori,Pyaaz kachori,Snacks,handful,15,25,35,0.5,78,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,78,78,78,High,0.6,100,Fried snack; recipe-based.,100,78,78,78,100,portion_100g,78,78,78,100,100,100
WEST_IN_0189,Quesadilla Cheese,Quesadilla Cheese,Western foods (India) - Wraps & Tex-Mex,portion,105,150,195,0.5,70.1,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,11.68,11.68,11.68,Medium,0.71,16.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: quesadilla.,16.66666667,11.68,11.68,11.68,100,portion_100g,11.68,11.68,11.68,16.67,16.67,16.67
WEST_IN_0190,Quesadilla Chicken,Quesadilla Chicken,Western foods (India) - Wraps & Tex-Mex,portion,105,150,195,0.5,68.1,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,11.35,11.35,11.35,Medium,0.71,16.66666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: quesadilla.,16.66666667,11.35,11.35,11.35,100,portion_100g,11.35,11.35,11.35,16.67,16.67,16.67
